latitude,longitude,blkNo,street,town,roomSold1,roomSold2,roomSold3,roomSold4,roomSold5,execSold,multigenSold,studioApartmentSold,roomRental1,roomRental2,roomRental3,roomRentalOther,region,totalSold,totalRent
1.3056158,103.8635202,10,NTH BRIDGE RD,KWN,0,0,0,0,0,0,0,0,224,0,0,0,central,0,224
1.3091671,103.882277,10,PINE CL,GL,0,0,72,48,0,0,0,0,0,0,0,0,central,120,0
1.3037148,103.8505656,10,SELEGIE RD,CT,0,0,48,0,0,0,0,0,0,0,0,0,central,48,0
1.3237886,103.8633858,10,ST. GEORGE'S RD,KWN,0,0,0,12,0,0,0,0,0,0,0,0,central,12,0
1.380253,103.7554147,10,TECK WHYE AVE,CCK,0,0,130,22,0,1,0,0,0,0,0,0,west,153,0
1.2778529,103.8197695,10,TELOK BLANGAH CRES,BM,0,0,65,0,1,0,0,0,0,0,0,0,central,66,0
1.3376784,103.7733174,10,TOH YI DR,BT,0,0,0,0,0,36,0,0,0,0,0,0,central,36,0
1.3150044,103.8605316,10A,BENDEMEER RD,KWN,0,0,71,149,0,0,0,0,0,0,0,0,central,220,0
1.2863928,103.8299909,10A,BOON TIONG RD,BM,0,0,76,152,0,0,0,0,0,0,0,0,central,228,0
1.3152994,103.8603536,10B,BENDEMEER RD,KWN,0,0,70,114,0,0,0,0,0,0,0,0,central,184,0
1.3224673,103.9361971,10B,BEDOK STH AVE 2,BD,0,0,0,0,0,56,0,0,0,0,0,0,east,56,0
1.286319,103.8291434,10B,BOON TIONG RD,BM,0,12,28,84,0,0,0,36,0,0,0,0,central,160,0
1.3372225,103.8583157,10B,LOR 7 TOA PAYOH,TP,0,0,0,68,28,0,0,0,0,0,0,0,central,96,0
1.3161341,103.8605126,10C,BENDEMEER RD,KWN,0,0,71,149,0,0,0,0,0,0,0,0,central,220,0
1.32209,103.936247,10C,BEDOK STH AVE 2,BD,0,0,0,0,0,2,0,0,0,0,0,0,east,2,0
1.3217402,103.9363754,10D,BEDOK STH AVE 2,BD,0,0,0,0,0,84,0,0,0,0,0,0,east,84,0
1.32166,103.9371924,10E,BEDOK STH AVE 2,BD,0,0,0,0,0,81,0,0,0,0,0,0,east,81,0
1.3221701,103.9370129,10F,BEDOK STH AVE 2,BD,0,0,0,0,0,67,0,0,0,0,0,0,east,67,0
1.3209693,103.8840476,100,ALJUNIED CRES,GL,0,0,0,0,0,0,0,0,198,0,0,0,central,0,198
1.334268,103.9387805,100,BEDOK NTH AVE 4,BD,0,0,178,26,1,1,0,0,0,0,0,0,east,206,0
1.30725503,103.800972,100,C'WEALTH CRES,QT,0,9,61,5,0,0,0,0,0,0,0,0,central,75,0
1.339583,103.8484821,100,LOR 1 TOA PAYOH,TP,0,0,192,0,0,0,0,0,0,0,0,0,central,192,0
1.3208134,103.8541891,100,WHAMPOA DR,KWN,0,0,0,96,0,0,0,0,0,0,0,0,central,96,0
1.327505,103.844521,101,AH HOOD RD,KWN,0,0,0,0,96,0,0,0,0,0,0,0,central,96,0
1.3209727,103.8834996,101,ALJUNIED CRES,GL,0,0,128,22,1,1,0,0,0,0,0,0,central,152,0
1.3702489,103.8394238,101,ANG MO KIO AVE 3,AMK,0,0,0,12,76,0,0,0,0,0,0,0,northeast,88,0
1.3284164,103.909845,101,BEDOK RESERVOIR RD,BD,0,0,0,16,94,0,0,0,0,0,0,0,east,110,0
1.3344559,103.9379194,101,BEDOK NTH AVE 4,BD,0,35,0,0,0,0,0,0,0,133,0,0,east,35,133
1.3449091,103.8485047,101,BISHAN ST 12,BH,0,0,0,0,84,8,0,0,0,0,0,0,central,92,0
1.2715396,103.825747,101,BT PURMEI RD,BM,0,0,90,50,0,0,0,0,0,0,0,0,central,140,0
1.3466187,103.7468859,101,BT BATOK WEST AVE 6,BB,0,0,2,46,48,0,0,0,0,0,0,0,west,96,0
1.3024191,103.7983862,101,C'WEALTH CRES,QT,0,10,62,4,0,0,0,0,0,0,0,0,central,76,0
1.322102,103.7688807,101,CLEMENTI ST 14,CL,0,0,0,18,94,0,0,0,0,0,0,0,west,112,0
1.3793935,103.7675227,101,GANGSA RD,BP,0,0,0,0,0,60,0,0,0,0,0,0,west,60,0
1.2907844,103.8216714,101,HENDERSON CRES,BM,0,0,0,96,0,0,0,0,0,0,0,0,central,96,0
1.3552948,103.8914264,101,HOUGANG AVE 1,HG,0,0,0,108,0,0,0,0,0,0,0,0,northeast,108,0
1.3288769,103.850839,101,JLN RAJAH,KWN,0,0,0,128,0,0,0,0,0,0,0,0,central,128,0
1.3370698,103.7388277,101,JURONG EAST ST 13,JE,0,0,196,40,2,0,0,0,0,0,0,0,west,238,0
1.3251726,103.9109099,101,LENGKONG TIGA,BD,0,0,0,0,0,10,0,0,0,0,0,0,east,10,0
1.3670571,103.9581347,101,PASIR RIS ST 12,PRC,0,0,0,0,0,96,0,0,0,0,0,0,east,96,0
1.3329594,103.8685022,101,POTONG PASIR AVE 1,TP,0,0,120,0,0,0,0,0,0,0,0,0,central,120,0
1.382678,103.899465,101,RIVERVALE WALK,SK,0,0,0,56,75,0,0,0,0,0,0,0,northeast,131,0
1.3710196,103.8702244,101,SERANGOON NTH AVE 1,SGN,0,0,0,144,0,0,0,0,0,0,0,0,northeast,144,0
1.3411804,103.9518794,101,SIMEI ST 1,TAP,0,0,0,88,52,0,0,0,0,0,0,0,east,140,0
1.2752791,103.8358913,101,SPOTTISWOODE PK RD,BM,0,0,0,76,0,0,0,0,0,0,0,0,central,76,0
1.3474398,103.9452618,101,TAMPINES ST 11,TAP,0,0,80,40,0,0,0,0,0,0,0,0,east,120,0
1.3779314,103.7543963,101,TECK WHYE LANE,CCK,0,0,0,0,0,66,0,0,0,0,0,0,west,66,0
1.3193077,103.8609838,101,TOWNER RD,KWN,0,0,44,0,0,0,0,0,0,0,0,0,central,44,0
1.3205209,103.8538225,101,WHAMPOA DR,KWN,0,0,0,96,0,0,0,0,0,0,0,0,central,96,0
1.4359346,103.781918,101,WOODLANDS ST 13,WL,0,0,89,55,2,0,0,0,0,0,0,0,north,146,0
1.4312508,103.8275584,101,YISHUN AVE 5,YS,0,0,94,12,1,0,0,0,0,0,0,0,north,107,0
1.451342,103.8304504,101A,CANBERRA ST,SB,0,0,0,84,80,0,0,0,0,0,0,0,north,164,0
1.3398094,103.8473045,101A,LOR 2 TOA PAYOH,TP,0,0,0,0,0,64,0,0,0,0,0,0,central,64,0
1.3979874,103.905967,101A,PUNGGOL FIELD,PG,0,0,0,26,56,0,0,0,0,0,0,0,northeast,82,0
1.4514023,103.8303612,101B,CANBERRA ST,SB,0,150,30,60,0,0,0,0,0,0,0,0,north,240,0
1.3393865,103.8476442,101B,LOR 2 TOA PAYOH,TP,0,0,0,0,0,48,0,0,0,0,0,0,central,48,0
1.3977293,103.9064437,101B,PUNGGOL FIELD,PG,0,0,0,0,92,0,0,0,0,0,0,0,northeast,92,0
1.3981809,103.906593,101C,PUNGGOL FIELD,PG,0,0,0,0,86,0,0,0,0,0,0,0,northeast,86,0
1.3985575,103.9061667,101D,PUNGGOL FIELD,PG,0,0,0,28,57,0,0,0,0,0,0,0,northeast,85,0
1.3205361,103.8825867,102,ALJUNIED CRES,GL,0,0,124,22,3,1,0,0,0,0,0,0,central,150,0
1.3706163,103.8392427,102,ANG MO KIO AVE 3,AMK,0,0,0,66,22,0,0,0,0,0,0,0,northeast,88,0
1.3338732,103.9374662,102,BEDOK NTH AVE 4,BD,0,0,118,26,2,4,0,0,0,0,0,0,east,150,0
1.3285295,103.9092559,102,BEDOK RESERVOIR RD,BD,0,0,16,8,0,0,0,0,0,0,0,0,east,24,0
1.3451503,103.8479386,102,BISHAN ST 12,BH,0,0,0,0,84,8,0,0,0,0,0,0,central,92,0
1.2720458,103.8267436,102,BT PURMEI RD,BM,0,0,93,54,0,0,0,0,0,0,0,0,central,147,0
1.3477138,103.7475197,102,BT BATOK WEST AVE 6,BB,0,0,2,46,48,0,0,0,0,0,0,0,west,96,0
1.3024191,103.7983862,102,C'WEALTH CRES,QT,0,10,80,5,0,0,0,0,0,0,0,0,central,95,0
1.3222318,103.7692434,102,CLEMENTI ST 14,CL,0,0,0,0,0,8,0,0,0,0,0,0,west,8,0
1.3792448,103.7678849,102,GANGSA RD,BP,0,0,54,36,0,0,0,0,0,0,0,0,west,90,0
1.2904366,103.8217393,102,HENDERSON CRES,BM,0,0,0,140,0,0,0,0,0,0,0,0,central,140,0
1.3548591,103.8907921,102,HOUGANG AVE 1,HG,0,0,19,71,0,0,0,0,0,0,0,0,northeast,90,0
1.3282172,103.851563,102,JLN RAJAH,KWN,0,0,0,198,0,0,0,0,0,0,0,0,central,198,0
1.327896,103.8442252,102,JLN DUSUN,KWN,0,0,0,0,96,0,0,0,0,0,0,0,central,96,0
1.3361946,103.7381939,102,JURONG EAST ST 13,JE,0,0,172,22,2,0,0,0,0,0,0,0,west,196,0
1.3256132,103.910638,102,LENGKONG TIGA,BD,0,0,0,22,51,0,0,0,0,0,0,0,east,73,0
1.367442,103.9580667,102,PASIR RIS ST 12,PRC,0,0,0,54,42,0,0,0,0,0,0,0,east,96,0
1.3336834,103.8687748,102,POTONG PASIR AVE 1,TP,0,0,144,20,0,3,0,0,0,0,0,0,central,167,0
1.381822,103.9009109,102,RIVERVALE WALK,SK,0,0,0,0,0,129,0,0,0,0,0,0,northeast,129,0
1.3708646,103.8710439,102,SERANGOON NTH AVE 1,SGN,0,0,16,8,0,0,0,0,0,0,0,0,northeast,24,0
1.3412746,103.9514035,102,SIMEI ST 1,TAP,0,0,0,64,36,0,0,0,0,0,0,0,east,100,0
1.2747654,103.8362536,102,SPOTTISWOODE PK RD,BM,0,0,0,76,0,0,0,0,0,0,0,0,central,76,0
1.3467774,103.9458964,102,TAMPINES ST 11,TAP,0,0,90,50,0,0,0,0,0,0,0,0,east,140,0
1.3769801,103.7541248,102,TECK WHYE LANE,CCK,0,0,0,36,28,0,0,0,0,0,0,0,west,64,0
1.3206918,103.8620709,102,TOWNER RD,KWN,0,0,36,0,0,0,0,0,0,0,0,0,central,36,0
1.4363072,103.7810126,102,WOODLANDS ST 13,WL,0,0,65,45,0,0,0,0,0,0,0,0,north,110,0
1.2811084,103.8129745,102A,DEPOT RD,BM,0,39,0,0,0,0,0,75,0,0,0,0,central,114,0
1.398928,103.905917,102A,PUNGGOL FIELD,PG,0,0,0,28,57,0,0,0,0,0,0,0,northeast,85,0
1.4517998,103.8322578,102B,CANBERRA ST,SB,0,180,30,0,0,0,0,0,0,0,0,0,north,210,0
1.399207,103.905341,102B,PUNGGOL FIELD,PG,0,0,0,0,86,0,0,0,0,0,0,0,northeast,86,0
1.3988179,103.905014,102C,PUNGGOL FIELD,PG,0,0,0,0,92,0,0,0,0,0,0,0,northeast,92,0
1.3983645,103.9053397,102D,PUNGGOL FIELD,PG,0,0,0,26,56,0,0,0,0,0,0,0,northeast,82,0
1.3279965,103.8447321,103,AH HOOD RD,KWN,0,0,0,0,96,0,0,0,0,0,0,0,central,96,0
1.3205358,103.8831333,103,ALJUNIED CRES,GL,0,0,0,0,0,0,0,0,0,154,0,0,central,0,154
1.3709821,103.8393332,103,ANG MO KIO AVE 3,AMK,0,0,97,33,1,0,0,0,0,0,0,0,northeast,131,0
1.3334342,103.9374662,103,BEDOK NTH AVE 4,BD,0,0,126,26,0,2,0,0,0,0,0,0,east,154,0
1.3287662,103.9094598,103,BEDOK RESERVOIR RD,BD,0,0,88,66,0,0,0,0,0,0,0,0,east,154,0
1.3455143,103.8483009,103,BISHAN ST 12,BH,0,0,0,0,84,8,0,0,0,0,0,0,central,92,0
1.2721228,103.8260191,103,BT PURMEI RD,BM,0,0,68,50,1,0,0,0,0,0,0,0,central,119,0
1.3482234,103.748063,103,BT BATOK CTRL,BB,0,0,4,44,48,0,0,0,0,0,0,0,west,96,0
1.3024191,103.7983862,103,C'WEALTH CRES,QT,0,0,0,0,0,0,0,0,0,99,0,0,central,0,99
1.3226876,103.7688807,103,CLEMENTI ST 14,CL,0,0,0,18,86,0,0,0,0,0,0,0,west,104,0
1.3787279,103.7685186,103,GANGSA RD,BP,0,0,19,7,0,0,0,0,0,0,0,0,west,26,0
1.2898163,103.8215129,103,HENDERSON CRES,BM,0,0,0,140,0,0,0,0,0,0,0,0,central,140,0
1.3553733,103.8905203,103,HOUGANG AVE 1,HG,0,0,0,30,51,0,0,0,0,0,0,0,northeast,81,0
1.3274024,103.8528283,103,JLN RAJAH,KWN,0,0,0,48,96,0,0,0,0,0,0,0,central,144,0
1.3367082,103.738013,103,JURONG EAST ST 13,JE,0,0,0,0,96,0,0,0,0,0,0,0,west,96,0
1.3259058,103.910638,103,LENGKONG TIGA,BD,0,0,0,22,51,0,0,0,0,0,0,0,east,73,0
1.3401157,103.8481424,103,LOR 1 TOA PAYOH,TP,0,0,0,0,0,0,0,0,0,158,0,0,central,0,158
1.3677335,103.9582933,103,PASIR RIS ST 12,PRC,0,0,0,54,42,0,0,0,0,0,0,0,east,96,0
1.3341247,103.869496,103,POTONG PASIR AVE 1,TP,0,0,62,0,0,1,0,0,0,0,0,0,central,63,0
1.3830001,103.90076,103,RIVERVALE WALK,SK,0,0,0,0,0,123,0,0,0,0,0,0,northeast,123,0
1.3706539,103.8701338,103,SERANGOON NTH AVE 1,SGN,0,0,0,144,0,0,0,0,0,0,0,0,northeast,144,0
1.2747341,103.8353025,103,SPOTTISWOODE PK RD,BM,0,0,0,0,92,2,0,0,0,0,0,0,central,94,0
1.3477984,103.9462866,103,TAMPINES ST 11,TAP,0,0,72,54,0,0,0,0,0,0,0,0,east,126,0
1.377103,103.753659,103,TECK WHYE LANE,CCK,0,0,0,52,28,0,0,0,0,0,0,0,west,80,0
1.3206725,103.8615925,103,TOWNER RD,KWN,0,0,0,40,40,0,0,0,0,0,0,0,central,80,0
1.4366008,103.7810126,103,WOODLANDS ST 13,WL,0,0,24,8,0,0,0,0,0,0,0,0,north,32,0
1.4319016,103.8289483,103,YISHUN RING RD,YS,0,0,60,4,0,0,0,0,0,0,0,0,north,64,0
1.2809284,103.8130871,103A,DEPOT RD,BM,0,0,0,96,0,0,0,0,0,0,0,0,central,96,0
1.3982917,103.904838,103A,EDGEFIELD PLAINS,PG,0,0,0,0,96,0,0,0,0,0,0,0,northeast,96,0
1.2808119,103.8130737,103B,DEPOT RD,BM,0,0,0,38,38,0,0,0,0,0,0,0,central,76,0
1.3978525,103.9047474,103B,EDGEFIELD PLAINS,PG,0,0,0,0,90,0,0,0,0,0,0,0,northeast,90,0
1.3974138,103.9045661,103C,EDGEFIELD PLAINS,PG,0,0,0,0,90,0,0,0,0,0,0,0,northeast,90,0
1.3200997,103.88277,104,ALJUNIED CRES,GL,0,0,0,88,0,0,0,0,0,0,0,0,central,88,0
1.3292763,103.9098223,104,BEDOK RESERVOIR RD,BD,0,0,0,12,72,0,0,0,0,0,0,0,east,84,0
1.3332562,103.936605,104,BEDOK NTH AVE 4,BD,0,0,124,26,0,3,0,0,0,0,0,0,east,153,0
1.345674,103.848026,104,BISHAN ST 12,BH,0,0,16,8,0,0,0,0,0,0,0,0,central,24,0
1.2724898,103.8257478,104,BT PURMEI RD,BM,0,0,88,44,0,0,0,0,0,0,0,0,central,132,0
1.348997,103.7472936,104,BT BATOK CTRL,BB,0,0,0,88,0,0,0,0,0,0,0,0,west,88,0
1.307684183,103.8000259,104,C'WEALTH CRES,QT,0,0,0,0,0,0,0,0,0,99,0,0,central,0,99
1.3229784,103.7692429,104,CLEMENTI ST 14,CL,0,0,0,0,0,16,0,0,0,0,0,0,west,16,0
1.378805,103.7678849,104,GANGSA RD,BP,0,0,54,36,0,0,0,0,0,0,0,0,west,90,0
1.2894146,103.8214223,104,HENDERSON CRES,BM,0,0,0,96,0,0,0,0,0,0,0,0,central,96,0
1.354793,103.890305,104,HOUGANG AVE 1,HG,0,0,8,0,0,0,0,0,0,0,0,0,northeast,8,0
1.2811153,103.824394,104,JLN BT MERAH,BM,0,0,0,0,0,0,0,0,0,216,0,0,central,0,216
1.327917,103.8532832,104,JLN RAJAH,KWN,0,0,0,48,96,0,0,0,0,0,0,0,central,144,0
1.3285514,103.8446805,104,JLN DUSUN,KWN,0,0,0,24,0,0,0,0,0,0,0,0,central,24,0
1.3366371,103.7376509,104,JURONG EAST ST 13,JE,0,0,20,0,0,0,0,0,0,0,0,0,west,20,0
1.3259105,103.9098223,104,LENGKONG TIGA,BD,0,0,0,0,0,55,0,0,0,0,0,0,east,55,0
1.3401102,103.8490935,104,LOR 1 TOA PAYOH,TP,0,0,0,0,0,0,0,0,0,160,0,0,central,0,160
1.3678583,103.9588599,104,PASIR RIS ST 12,PRC,0,0,0,78,52,0,0,0,0,0,0,0,east,130,0
1.3343451,103.8692235,104,POTONG PASIR AVE 1,TP,0,0,122,48,0,4,0,0,0,0,0,0,central,174,0
1.382713,103.900848,104,RIVERVALE WALK,SK,0,0,0,60,18,0,0,0,0,0,0,0,northeast,78,0
1.3705717,103.8710439,104,SERANGOON NTH AVE 1,SGN,0,0,16,8,0,0,0,0,0,0,0,0,northeast,24,0
1.2744804,103.8348949,104,SPOTTISWOODE PK RD,BM,0,0,0,0,92,2,0,0,0,0,0,0,central,94,0
1.3472491,103.9465762,104,TAMPINES ST 11,TAP,0,0,78,40,0,1,0,0,0,0,0,0,east,119,0
1.3770603,103.752948,104,TECK WHYE LANE,CCK,0,0,0,52,28,0,0,0,0,0,0,0,west,80,0
1.3198388,103.8608698,104,TOWNER RD,KWN,0,0,0,40,50,0,0,0,0,0,0,0,central,90,0
1.3209644,103.8533738,104,WHAMPOA DR,KWN,0,0,0,65,47,0,0,0,0,0,0,0,central,112,0
1.4364506,103.7815558,104,WOODLANDS ST 13,WL,0,0,0,111,0,0,0,0,0,0,0,0,north,111,0
1.3717844,103.8390261,104A,ANG MO KIO ST 11,AMK,0,0,0,0,0,60,0,0,0,0,0,0,northeast,60,0
1.4503684,103.8321533,104A,CANBERRA ST,SB,0,0,42,98,0,0,0,0,0,0,0,0,north,140,0
1.2804498,103.8124403,104A,DEPOT RD,BM,0,0,0,48,48,0,0,0,0,0,0,0,central,96,0
1.396871,103.905393,104A,EDGEFIELD PLAINS,PG,0,0,0,32,60,0,0,0,0,0,0,0,northeast,92,0
1.3716324,103.8385883,104B,ANG MO KIO ST 11,AMK,0,0,0,0,88,0,0,0,0,0,0,0,northeast,88,0
1.4501564,103.8315654,104B,CANBERRA ST,SB,0,70,28,70,0,0,0,0,0,0,0,0,north,168,0
1.280525,103.8120779,104B,DEPOT RD,BM,0,0,0,38,38,0,0,0,0,0,0,0,central,76,0
1.396493,103.905416,104B,EDGEFIELD PLAINS,PG,0,0,0,32,60,0,0,0,0,0,0,0,northeast,92,0
1.4497221,103.831593,104C,CANBERRA ST,SB,0,0,42,95,0,0,0,0,0,0,0,0,north,137,0
1.4498287,103.8326605,104D,CANBERRA ST,SB,0,70,27,70,0,0,0,0,0,0,0,0,north,167,0
1.3195167,103.8827712,105,ALJUNIED CRES,GL,0,0,0,12,76,0,0,0,0,0,0,0,central,88,0
1.3723838,103.8377028,105,ANG MO KIO AVE 4,AMK,0,0,0,90,0,0,0,0,0,0,0,0,northeast,90,0
1.3291336,103.909188,105,BEDOK RESERVOIR RD,BD,0,0,66,44,0,0,0,0,0,0,0,0,east,110,0
1.3336952,103.936605,105,BEDOK NTH AVE 4,BD,0,0,128,26,0,1,0,0,0,0,0,0,east,155,0
1.3458125,103.8473951,105,BISHAN ST 12,BH,0,0,66,50,0,0,0,0,0,0,0,0,central,116,0
1.3485949,103.7471578,105,BT BATOK CTRL,BB,0,0,0,81,0,0,0,0,0,0,0,0,west,81,0
1.2725678,103.8248421,105,BT PURMEI RD,BM,0,0,96,48,0,0,0,0,0,0,0,0,central,144,0
1.322682,103.7698766,105,CLEMENTI ST 12,CL,0,0,41,0,0,0,0,0,0,0,1,0,west,41,1
1.3782744,103.7677264,105,GANGSA RD,BP,0,0,24,16,0,0,0,0,0,0,0,0,west,40,0
1.2901396,103.8225544,105,HENDERSON CRES,BM,0,0,264,0,6,0,0,0,0,0,0,0,central,270,0
1.2806741,103.8248474,105,JLN BT MERAH,BM,0,0,0,0,0,0,0,0,306,18,0,0,central,0,324
1.3286387,103.8540088,105,JLN RAJAH,KWN,0,0,0,0,0,72,0,0,0,0,0,0,central,72,0
1.3372922,103.7383752,105,JURONG EAST ST 13,JE,0,0,0,98,0,0,0,0,0,0,0,0,west,98,0
1.3256163,103.9100942,105,LENGKONG TIGA,BD,0,0,0,0,0,8,0,0,0,0,0,0,east,8,0
1.3404101,103.8490957,105,LOR 1 TOA PAYOH,TP,0,0,0,0,0,0,0,0,0,160,0,0,central,0,160
1.368527,103.9572281,105,PASIR RIS ST 12,PRC,0,0,0,68,52,0,0,0,0,0,0,0,east,120,0
1.3344885,103.8687748,105,POTONG PASIR AVE 1,TP,0,0,152,26,0,0,0,0,0,0,0,0,central,178,0
1.3821683,103.9007038,105,RIVERVALE WALK,SK,0,0,0,60,18,0,0,0,0,0,0,0,northeast,78,0
1.3702143,103.8701338,105,SERANGOON NTH AVE 1,SGN,0,0,120,0,0,0,0,0,0,0,0,0,northeast,120,0
1.3411909,103.9505387,105,SIMEI ST 1,TAP,0,0,0,0,0,32,0,0,0,0,0,0,east,32,0
1.2738977,103.8345326,105,SPOTTISWOODE PK RD,BM,0,0,0,0,92,2,0,0,0,0,0,0,central,94,0
1.3480158,103.9468935,105,TAMPINES ST 11,TAP,0,0,78,40,0,1,0,0,0,0,0,0,east,119,0
1.3776457,103.753129,105,TECK WHYE LANE,CCK,0,0,66,66,0,0,0,0,0,0,0,0,west,132,0
1.3205548,103.8610741,105,TOWNER RD,KWN,0,0,120,155,0,0,0,0,0,0,0,0,central,275,0
1.436891,103.7815558,105,WOODLANDS ST 13,WL,0,0,0,111,0,0,0,0,0,0,0,0,north,111,0
